,Unnamed: 0,Tweet,Date,Username,Hashtags,processedtext,category
276,276,"@amazonIN why allowing sale of these plastic bags in Bangalore when it is banned by BBMP @BBMPCOMM @BBMPSWMSplComm NaturePac Garbage Bags Biodegradable For Kitchen,Office,Medium Size (Green,48cmx56cm//19 Inch x 22 Inch,90 Bag) https://www.amazon.in/dp/B07JG1KL8Q/ref=cm_sw_r_tw_apa_i_EIQhEbB1JADCR",2020-01-15 05:54:25+00:00,barce007,,amazonin allow sale plastic bag bangalor ban bbmp bbmpcomm bbmpswmsplcomm naturepac garbag bag biodegrad for kitchen offic medium size green cmx cm inch x inch bag http www amazon dp b jg kl q ref cm sw r tw apa eiqhebb jadcr,Waste/Garbage
277,277,"#BBMP I have raised several concerned in Mangammanapalya area regarding garbage, illegal constructions, etc. But till now no action have been taken. My request are pending since August 2019. Please checked the attached screenshot. Please help us in this regard. ",2020-01-15 05:21:43+00:00,HasanBalig,#BBMP,bbmp i rais sever concern mangammanapalya area regard garbag illeg construct etc but till action taken my request pend sinc august pleas check attach screenshot pleas help us regard,Waste/Garbage
278,278,"We should accept the reality. Thr r lot of things to b done before even participating in this survey. For participating in this survey, first v shud clean up the city. Let's keep up the good work to clear garbage away from the roads atleast.",2020-01-15 04:47:43+00:00,jcaravind,,we accept realiti thr r lot thing b done even particip survey for particip survey first v shud clean citi let keep good work clear garbag away road atleast,Waste/Garbage
279,279,By voting here things won't change. We should be day dreaming to participate in this. We r garbage capital..,2020-01-14 15:40:34+00:00,narasimha48,,by vote thing chang we day dream particip we r garbag capit,Waste/Garbage
280,280,Docs protest BBMP’s garbage transfer station adjacent to Giriyamma Hospital. ,2020-01-14 13:46:59+00:00,BangaloreMirror,,doc protest bbmp garbag transfer station adjac giriyamma hospit,Waste/Garbage
281,281,BBMP waste management system supervision is not yet effective for those who dispose Garbage besides the Roads particularly where there is no watch and ward to curb with fine and punishment strict rules to catch hold the violetors,2020-01-14 09:28:46+00:00,Prakash58503273,,bbmp wast manag system supervis yet effect dispos garbag besid road particularli watch ward curb fine punish strict rule catch hold violetor,Waste/Garbage
282,282,If the streets are cleared of garbage and if neutering of dogs is done you will not find dog menace. I wonder what is stopping BBMP to associate with @peta &amp; start a stray dog shelter with public contribution &amp; proper audits. @CMofKarnataka should allocate 100 acres land.,2020-01-14 08:54:37+00:00,thelegalnovice,,if street clear garbag neuter dog done find dog menac i wonder stop bbmp associ peta amp start stray dog shelter public contribut amp proper audit cmofkarnataka alloc acr land,Waste/Garbage
283,283,"BBMP has to enforce it. Our garbage collector(ward 7) picks up dry waste only on Sun and Wed. He picks wet on the rest of the days. If there is a mixed waste, he rejects it. This policy is not implemented in all wards(for e.g Srinagar). This is an enforcement issue.",2020-01-14 07:15:37+00:00,srivathsa_kn,,bbmp enforc our garbag collector ward pick dri wast sun wed he pick wet rest day if mix wast reject thi polici implement ward e g srinagar thi enforc issu,Waste/Garbage
284,284,I stay at Mill Road Akkipet Cross next to Isaac Newton English School. People throw garbage next to our building and also garbage vehicle is kept at that place. Even many cows scatter the garbage and make mess over the place. Lots of stink and mosquitoes &amp; flies due to this issue,2020-01-14 07:05:38+00:00,Dinesh_Jain1986,,i stay mill road akkipet cross next isaac newton english school peopl throw garbag next build also garbag vehicl kept place even mani cow scatter garbag make mess place lot stink mosquito amp fli due issu,Waste/Garbage
285,285,@Karnataka_DIPR no street lights and garbage not removed from k dommansandra till belathur can reach out BBMP team to get this issue resolved,2020-01-14 07:04:55+00:00,MalagiMm,,karnataka dipr street light garbag remov k dommansandra till belathur reach bbmp team get issu resolv,Streetlights
286,286,I stay at Mill Road Akkipet Cross next to Isaac Newton English School. People throw garbage next to our building and also garbage vehicle is kept at that place. Even many cows scatter the garbage and make mess over the place. Lots of stink and mosquitoes &amp; flies due to this issue,2020-01-14 07:03:59+00:00,Dinesh_Jain1986,,i stay mill road akkipet cross next isaac newton english school peopl throw garbag next build also garbag vehicl kept place even mani cow scatter garbag make mess place lot stink mosquito amp fli due issu,Waste/Garbage
287,287,"People of Bangalore must be ROFL reading your “we are really doing good”! Forget about residential areas, @bbmp does not have public dustbins around #whitefield. Plz visit back side of KTPO, you will see garbage dumps! @WFRising @NammaBengaluroo @DeccanHerald @BangaloreMirror",2020-01-14 06:49:18+00:00,Sudipto90815598,#whitefield,peopl bangalor must rofl read realli good forget residenti area bbmp public dustbin around whitefield plz visit back side ktpo see garbag dump wfrise nammabengaluroo deccanherald bangaloremirror,Waste/Garbage
288,288,"@BBMP_MAYOR @BBMPSWMSplComm @BBMPCOMM @ArvindLBJP @TOIBengaluru Sir are marshalls deployed @Ward 82, Mahadevpura Zone, PattandurAgrahara (ITPL back gate Road)?The pics are of today's. But every day same state of the Road, garbage seen throughout the Street which connects IT Hub – at Pattandur Agrahara",2020-01-14 06:42:45+00:00,Pattanduragrah1,,bbmp mayor bbmpswmsplcomm bbmpcomm arvindlbjp toibengaluru sir marshal deploy ward mahadevpura zone pattanduragrahara itpl back gate road the pic today but everi day state road garbag seen throughout street connect it hub pattandur agrahara,Waste/Garbage
289,289,"@KatteSathya @BBMP_MAYOR @CMofKarnataka Hello sir, I live in basavanagudi kallappa block. We are facing lot of issues wid garbage collectors. Dey r very irregular nd dey don't even collect the garbage if v do not pay dem monthly. Kindly take necessary action 1/2.",2020-01-14 06:09:59+00:00,bhagyaprasanna,,kattesathya bbmp mayor cmofkarnataka hello sir i live basavanagudi kallappa block we face lot issu wid garbag collector dey r irregular nd dey even collect garbag v pay dem monthli kindli take necessari action,Waste/Garbage
290,290,Garbage is burnt full day daily below KR Pura hanging bridge near LGP equipment research centre. Please help Garbage Bengauluru.,2020-01-14 05:05:08+00:00,tinypavan,,garbag burnt full day daili kr pura hang bridg near lgp equip research centr pleas help garbag bengauluru,Waste/Garbage
291,291,"Sir i already did this, they said lorry and jcb cannot b provided as billing cannot be done because there is no ongoing work going on in ward. Only with man power that much big area of garbage cannot b cleared, there is debris, trees, plastic garbage.",2020-01-14 05:03:37+00:00,Abusiddiq28,,sir alreadi said lorri jcb cannot b provid bill cannot done ongo work go ward onli man power much big area garbag cannot b clear debri tree plastic garbag,Waste/Garbage
292,292,"#AskDrAshwath Respected sir, When can we see clean Bangalore? When BBMP will stop throwing garbages wherever they want? When BBMP will bring good garbage management system? What action taken after your interaction with Indore team? What is your government going to do differently",2020-01-14 04:23:25+00:00,ravindrapoojar9,#AskDrAshwath,askdrashwath respect sir when see clean bangalor when bbmp stop throw garbag wherev want when bbmp bring good garbag manag system what action taken interact indor team what govern go differ,Waste/Garbage
293,293,"With Garbage been burnt in Bangalore on a daily basis, realty don't know how will we get a good rank in the Swachh suvey ",2020-01-14 04:11:34+00:00,dino1184,,with garbag burnt bangalor daili basi realti know get good rank swachh suvey,Waste/Garbage
294,294,"Bbmp please do not spoil decorum of bangalore, y r u keeping garbage laden bbmp autos in residential area ward no. 43 n 44 Nandini Layout opp national bank qtrs.. bbmp itself is spreading trash.. the commissioner only tweets..no action by themselves at ground level ",2020-01-14 03:54:19+00:00,dipika18j,,bbmp pleas spoil decorum bangalor r u keep garbag laden bbmp auto residenti area ward n nandini layout opp nation bank qtr bbmp spread trash commission tweet action ground level,Waste/Garbage
295,295,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,the futur get readi galaxyzfold phone design chang shape futur which featur excit regist http bit ly yqhu b samsung,Waste/Garbage
296,296,"Sir, BBMP worker's are dumping the sweeped garbage into the drains, sometimes they are also put the fire to this garbage, it is i am seeing in our ward 117, Shanthinagar (I'm Veeresha Gonal, my phone no - 7019091360) ",2020-01-14 03:43:30+00:00,VeereshaGonal,,sir bbmp worker dump sweep garbag drain sometim also put fire garbag see ward shanthinagar i veeresha gonal phone,Waste/Garbage
297,297,"I feel so ashamed of myself when I see this, even after BBMP providing dustbins people prefer to throw the garbage outside. Why don't we Indians want to improve? Why don't we Indians treat public property as our won property. @BBMPCOMM please make such offense punishable.",2020-01-14 03:12:26+00:00,Puliyogare_Mix,,i feel asham i see even bbmp provid dustbin peopl prefer throw garbag outsid whi indian want improv whi indian treat public properti properti bbmpcomm pleas make offens punish,Waste/Garbage
298,298,"If so display in large boards that we dispose our garbage in responsible way, and not just pack them black polythene to send away in BBMP vehicles. Concern is why create garbage which can be avoided in first place? Sply when your city lacks basic waste segregation system?",2020-01-14 02:35:37+00:00,Kadi_khichadi,,if display larg board dispos garbag respons way pack black polythen send away bbmp vehicl concern creat garbag avoid first place spli citi lack basic wast segreg system,Waste/Garbage
299,299,#Bangalore BBMP parks new garbage vehicle outside head office - ,2020-01-13 18:30:09+00:00,bangalore_pulse,#Bangalore,bangalor bbmp park new garbag vehicl outsid head offic,Waste/Garbage
300,300,#Bengaluru need these type of garbage collection vehicle so that waste is segregated at source. Irregular collection is the main reason for for the mess. @BBMP_MAYOR @BBMPCOMM @BSYBJP,2020-01-13 16:56:37+00:00,kamalkhanter,#Bengaluru,bengaluru need type garbag collect vehicl wast segreg sourc irregular collect main reason mess bbmp mayor bbmpcomm bsybjp,Waste/Garbage
301,301,@BBMPSWMSplComm @BBMP_MAYOR @bbmpcommr Large heap of garbage lying on bhoopasandra main road for more than 2 days now almost blocking 1 side of the road. Kindly fix it asap ,2020-01-13 16:35:39+00:00,NoorainSaleha,,bbmpswmsplcomm bbmp mayor bbmpcommr larg heap garbag lie bhoopasandra main road day almost block side road kindli fix asap,Waste/Garbage
302,302,"And what to do when BBMP people does not want to collect trash without we paying up a hefty amount to them? I have been begging for garbage collection from past one month and my tweet is not even being replied now, hope to get a response at least one this thread",2020-01-13 15:35:13+00:00,i2Nexus,,and bbmp peopl want collect trash without pay hefti amount i beg garbag collect past one month tweet even repli hope get respons least one thread,Waste/Garbage
303,303,"We cannot give false voting.. when bbmp is not doing d work..it is not even taking d garbage 2 dump yard, instead keeping d garbage from all area in bbmp autos in residential area ward no.43 n 44 Nandini Layout opp national bank qtrs.. BBMP has littered d entire area ",2020-01-13 14:45:53+00:00,dipika18j,,we cannot give fals vote bbmp work even take garbag dump yard instead keep garbag area bbmp auto residenti area ward n nandini layout opp nation bank qtr bbmp litter entir area,Waste/Garbage
304,304,"Garbage dump and burning on main road of Hebbal Bhoopasandra today. Road is main link to UAS campus, ring road etc. Will #BBMP catch the culprits? ",2020-01-13 13:53:48+00:00,SarathyLaxmi,#BBMP,garbag dump burn main road hebbal bhoopasandra today road main link ua campu ring road etc will bbmp catch culprit,Waste/Garbage
305,305,Super.looks like people of Bengaluru understood nd support these initiatives. BBMP should come out nd take these steps in every corner of the city nd make Garbage free.,2020-01-13 13:38:12+00:00,melroysteve,,super look like peopl bengaluru understood nd support initi bbmp come nd take step everi corner citi nd make garbag free,Waste/Garbage
306,306,"#SwachhSurvekshan2020Bengaluru#bbmp Garbage dumped near my house at 1573, 13th main, Kodihalli. Please let me know whom should I ask for help ",2020-01-13 13:30:59+00:00,ravikumarkannan,,swachhsurvekshan bengaluru bbmp garbag dump near hous th main kodih pleas let know i ask help,Waste/Garbage
307,307,#SwachhSurvekshan2020Bengaluru @BBMPCOMM @BBMP_MAYOR @BBMPSWMSplComm @bbmpcommr please take action from month garbage is burning near hebbal flyover @HebbalTr @suvarnanewstv @srinualavilli @citizensforblr #Bengaluru @KannadaPrabha @CPBlr #fire,2020-01-13 13:22:09+00:00,Sathishnsyak,#SwachhSurvekshan2020Bengaluru #Bengaluru #fire,swachhsurvekshan bengaluru bbmpcomm bbmp mayor bbmpswmsplcomm bbmpcommr pleas take action month garbag burn near hebbal flyover hebbaltr suvarnanewstv srinualavilli citizensforblr bengaluru kannadaprabha cpblr fire,Waste/Garbage
